"ine","Ficha","Municipio","Total","ODS","name","value"
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods01","ods01.PobrSev",15.9
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods01","ods01.Pobr",28.7
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods01","ods01.PobrInfantil",NA
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods01","ods01.Gasto_23perHab",35.25
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods2","ods2.nivPriv",3
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods3","ods3.tasaMP",NA
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods3","ods3.edadM",NA
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods3","ods3.tasaSuic",NA
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods3","ods3.tasaInf",NA
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods4","ods4.tasaSec",42.4
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods4","ods4.Gasto_32perHab",5.19
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods4","ods4.epdSi",0
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods5","ods5.tasaViolSex24",NA
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods5","ods5.rvi",1
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods6","ods6.vulnerNitr",0
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods7","ods7.numNivRiesVulnEn",2
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods8","ods8.tasaParo",5.3
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods8","ods8.tasaJuv",2.7
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods10","ods10.tasa50",23.2
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods10","ods10.gini",35
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods10","ods10.Dep",65.4
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods11","ods11.tasaVuln",0
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods11","ods11.maxPM10",NA
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods11","ods11.despobl",0
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods12","ods12.envases.hab",25.6
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods12","ods12.papel.hab",57.5
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods12","ods12.vidrio.hab",48.6
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods12","ods12.ecoparque",0
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods13","ods13.Participa",1
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods15","ods15.tasaBosque",6.9
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods15","ods15.espNat",0
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods16","ods16.tasaCrimConv",NA
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods16","ods16.tasaTotHom",NA
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods17","ods17.ciudEd",0
"03001","03001-atzubia-l","Atzúbia, l'",594,"ods17","ods17.tasaCoop",NA
"03002","03002-agost","Agost",5107,"ods01","ods01.PobrSev",11.5
"03002","03002-agost","Agost",5107,"ods01","ods01.Pobr",26.6
"03002","03002-agost","Agost",5107,"ods01","ods01.PobrInfantil",17.6
"03002","03002-agost","Agost",5107,"ods01","ods01.Gasto_23perHab",119.57
"03002","03002-agost","Agost",5107,"ods2","ods2.nivPriv",2
"03002","03002-agost","Agost",5107,"ods3","ods3.tasaMP",NA
"03002","03002-agost","Agost",5107,"ods3","ods3.edadM",NA
"03002","03002-agost","Agost",5107,"ods3","ods3.tasaSuic",NA
"03002","03002-agost","Agost",5107,"ods3","ods3.tasaInf",NA
"03002","03002-agost","Agost",5107,"ods4","ods4.tasaSec",16.2
"03002","03002-agost","Agost",5107,"ods4","ods4.Gasto_32perHab",26.13
"03002","03002-agost","Agost",5107,"ods4","ods4.epdSi",0
"03002","03002-agost","Agost",5107,"ods5","ods5.tasaViolSex24",NA
"03002","03002-agost","Agost",5107,"ods5","ods5.rvi",0
"03002","03002-agost","Agost",5107,"ods6","ods6.vulnerNitr",1
"03002","03002-agost","Agost",5107,"ods7","ods7.numNivRiesVulnEn",2
"03002","03002-agost","Agost",5107,"ods8","ods8.tasaParo",9.7
"03002","03002-agost","Agost",5107,"ods8","ods8.tasaJuv",4.9
"03002","03002-agost","Agost",5107,"ods10","ods10.tasa50",17.2
"03002","03002-agost","Agost",5107,"ods10","ods10.gini",27.9
"03002","03002-agost","Agost",5107,"ods10","ods10.Dep",53
"03002","03002-agost","Agost",5107,"ods11","ods11.tasaVuln",38.9
"03002","03002-agost","Agost",5107,"ods11","ods11.maxPM10",22
"03002","03002-agost","Agost",5107,"ods11","ods11.despobl",0
"03002","03002-agost","Agost",5107,"ods12","ods12.envases.hab",9.1
"03002","03002-agost","Agost",5107,"ods12","ods12.papel.hab",17
"03002","03002-agost","Agost",5107,"ods12","ods12.vidrio.hab",13.3
"03002","03002-agost","Agost",5107,"ods12","ods12.ecoparque",1
"03002","03002-agost","Agost",5107,"ods13","ods13.Participa",1
"03002","03002-agost","Agost",5107,"ods15","ods15.tasaBosque",3.4
"03002","03002-agost","Agost",5107,"ods15","ods15.espNat",2
"03002","03002-agost","Agost",5107,"ods16","ods16.tasaCrimConv",NA
"03002","03002-agost","Agost",5107,"ods16","ods16.tasaTotHom",NA
"03002","03002-agost","Agost",5107,"ods17","ods17.ciudEd",0
"03002","03002-agost","Agost",5107,"ods17","ods17.tasaCoop",NA
"03003","03003-agres","Agres",610,"ods01","ods01.PobrSev",8.2
"03003","03003-agres","Agres",610,"ods01","ods01.Pobr",17.7
"03003","03003-agres","Agres",610,"ods01","ods01.PobrInfantil",NA
"03003","03003-agres","Agres",610,"ods01","ods01.Gasto_23perHab",79.38
"03003","03003-agres","Agres",610,"ods2","ods2.nivPriv",2
"03003","03003-agres","Agres",610,"ods3","ods3.tasaMP",NA
"03003","03003-agres","Agres",610,"ods3","ods3.edadM",NA
"03003","03003-agres","Agres",610,"ods3","ods3.tasaSuic",NA
"03003","03003-agres","Agres",610,"ods3","ods3.tasaInf",NA
"03003","03003-agres","Agres",610,"ods4","ods4.tasaSec",15.8
"03003","03003-agres","Agres",610,"ods4","ods4.Gasto_32perHab",16.34
"03003","03003-agres","Agres",610,"ods4","ods4.epdSi",0
"03003","03003-agres","Agres",610,"ods5","ods5.tasaViolSex24",NA
"03003","03003-agres","Agres",610,"ods5","ods5.rvi",1
"03003","03003-agres","Agres",610,"ods6","ods6.vulnerNitr",0
"03003","03003-agres","Agres",610,"ods7","ods7.numNivRiesVulnEn",1
"03003","03003-agres","Agres",610,"ods8","ods8.tasaParo",6.9
"03003","03003-agres","Agres",610,"ods8","ods8.tasaJuv",6.2
"03003","03003-agres","Agres",610,"ods10","ods10.tasa50",11
"03003","03003-agres","Agres",610,"ods10","ods10.gini",27.1
"03003","03003-agres","Agres",610,"ods10","ods10.Dep",55.1
"03003","03003-agres","Agres",610,"ods11","ods11.tasaVuln",0
"03003","03003-agres","Agres",610,"ods11","ods11.maxPM10",NA
"03003","03003-agres","Agres",610,"ods11","ods11.despobl",0
"03003","03003-agres","Agres",610,"ods12","ods12.envases.hab",60.1
"03003","03003-agres","Agres",610,"ods12","ods12.papel.hab",17.1
"03003","03003-agres","Agres",610,"ods12","ods12.vidrio.hab",29.3
"03003","03003-agres","Agres",610,"ods12","ods12.ecoparque",0
"03003","03003-agres","Agres",610,"ods13","ods13.Participa",1
"03003","03003-agres","Agres",610,"ods15","ods15.tasaBosque",40.7
"03003","03003-agres","Agres",610,"ods15","ods15.espNat",7
"03003","03003-agres","Agres",610,"ods16","ods16.tasaCrimConv",NA
"03003","03003-agres","Agres",610,"ods16","ods16.tasaTotHom",NA
"03003","03003-agres","Agres",610,"ods17","ods17.ciudEd",0
"03003","03003-agres","Agres",610,"ods17","ods17.tasaCoop",NA
"03004","03004-aigues","Aigües",1189,"ods01","ods01.PobrSev",15.2
"03004","03004-aigues","Aigües",1189,"ods01","ods01.Pobr",24.9
"03004","03004-aigues","Aigües",1189,"ods01","ods01.PobrInfantil",NA
"03004","03004-aigues","Aigües",1189,"ods01","ods01.Gasto_23perHab",40.79
"03004","03004-aigues","Aigües",1189,"ods2","ods2.nivPriv",3
"03004","03004-aigues","Aigües",1189,"ods3","ods3.tasaMP",NA
"03004","03004-aigues","Aigües",1189,"ods3","ods3.edadM",NA
"03004","03004-aigues","Aigües",1189,"ods3","ods3.tasaSuic",NA
"03004","03004-aigues","Aigües",1189,"ods3","ods3.tasaInf",NA
"03004","03004-aigues","Aigües",1189,"ods4","ods4.tasaSec",24
"03004","03004-aigues","Aigües",1189,"ods4","ods4.Gasto_32perHab",234.06
"03004","03004-aigues","Aigües",1189,"ods4","ods4.epdSi",0
"03004","03004-aigues","Aigües",1189,"ods5","ods5.tasaViolSex24",NA
"03004","03004-aigues","Aigües",1189,"ods5","ods5.rvi",0
"03004","03004-aigues","Aigües",1189,"ods6","ods6.vulnerNitr",1
"03004","03004-aigues","Aigües",1189,"ods7","ods7.numNivRiesVulnEn",2
"03004","03004-aigues","Aigües",1189,"ods8","ods8.tasaParo",8.4
"03004","03004-aigues","Aigües",1189,"ods8","ods8.tasaJuv",3.2
"03004","03004-aigues","Aigües",1189,"ods10","ods10.tasa50",19.2
"03004","03004-aigues","Aigües",1189,"ods10","ods10.gini",34
"03004","03004-aigues","Aigües",1189,"ods10","ods10.Dep",54.6
"03004","03004-aigues","Aigües",1189,"ods11","ods11.tasaVuln",0
"03004","03004-aigues","Aigües",1189,"ods11","ods11.maxPM10",NA
"03004","03004-aigues","Aigües",1189,"ods11","ods11.despobl",0
"03004","03004-aigues","Aigües",1189,"ods12","ods12.envases.hab",19
"03004","03004-aigues","Aigües",1189,"ods12","ods12.papel.hab",12.9
"03004","03004-aigues","Aigües",1189,"ods12","ods12.vidrio.hab",23.1
"03004","03004-aigues","Aigües",1189,"ods12","ods12.ecoparque",0
"03004","03004-aigues","Aigües",1189,"ods13","ods13.Participa",1
"03004","03004-aigues","Aigües",1189,"ods15","ods15.tasaBosque",13
"03004","03004-aigues","Aigües",1189,"ods15","ods15.espNat",0
"03004","03004-aigues","Aigües",1189,"ods16","ods16.tasaCrimConv",NA
"03004","03004-aigues","Aigües",1189,"ods16","ods16.tasaTotHom",NA
"03004","03004-aigues","Aigües",1189,"ods17","ods17.ciudEd",0
"03004","03004-aigues","Aigües",1189,"ods17","ods17.tasaCoop",NA
"03005","03005-albatera","Albatera",13296,"ods01","ods01.PobrSev",13.9
"03005","03005-albatera","Albatera",13296,"ods01","ods01.Pobr",34
"03005","03005-albatera","Albatera",13296,"ods01","ods01.PobrInfantil",20.7
"03005","03005-albatera","Albatera",13296,"ods01","ods01.Gasto_23perHab",89.71
"03005","03005-albatera","Albatera",13296,"ods2","ods2.nivPriv",2
"03005","03005-albatera","Albatera",13296,"ods3","ods3.tasaMP",0.9
"03005","03005-albatera","Albatera",13296,"ods3","ods3.edadM",80.39
"03005","03005-albatera","Albatera",13296,"ods3","ods3.tasaSuic",0.08
"03005","03005-albatera","Albatera",13296,"ods3","ods3.tasaInf",0.15
"03005","03005-albatera","Albatera",13296,"ods4","ods4.tasaSec",14.4
"03005","03005-albatera","Albatera",13296,"ods4","ods4.Gasto_32perHab",236.62
"03005","03005-albatera","Albatera",13296,"ods4","ods4.epdSi",0
"03005","03005-albatera","Albatera",13296,"ods5","ods5.tasaViolSex24",NA
"03005","03005-albatera","Albatera",13296,"ods5","ods5.rvi",0
"03005","03005-albatera","Albatera",13296,"ods6","ods6.vulnerNitr",1
"03005","03005-albatera","Albatera",13296,"ods7","ods7.numNivRiesVulnEn",2
"03005","03005-albatera","Albatera",13296,"ods8","ods8.tasaParo",9.3
"03005","03005-albatera","Albatera",13296,"ods8","ods8.tasaJuv",3.7
"03005","03005-albatera","Albatera",13296,"ods10","ods10.tasa50",23.2
"03005","03005-albatera","Albatera",13296,"ods10","ods10.gini",28.8
"03005","03005-albatera","Albatera",13296,"ods10","ods10.Dep",52.3
"03005","03005-albatera","Albatera",13296,"ods11","ods11.tasaVuln",NA
"03005","03005-albatera","Albatera",13296,"ods11","ods11.maxPM10",NA
"03005","03005-albatera","Albatera",13296,"ods11","ods11.despobl",0
"03005","03005-albatera","Albatera",13296,"ods12","ods12.envases.hab",8.3
"03005","03005-albatera","Albatera",13296,"ods12","ods12.papel.hab",6.9
"03005","03005-albatera","Albatera",13296,"ods12","ods12.vidrio.hab",10.2
"03005","03005-albatera","Albatera",13296,"ods12","ods12.ecoparque",0
"03005","03005-albatera","Albatera",13296,"ods13","ods13.Participa",1
"03005","03005-albatera","Albatera",13296,"ods15","ods15.tasaBosque",24.3
"03005","03005-albatera","Albatera",13296,"ods15","ods15.espNat",1
"03005","03005-albatera","Albatera",13296,"ods16","ods16.tasaCrimConv",NA
"03005","03005-albatera","Albatera",13296,"ods16","ods16.tasaTotHom",NA
"03005","03005-albatera","Albatera",13296,"ods17","ods17.ciudEd",0
"03005","03005-albatera","Albatera",13296,"ods17","ods17.tasaCoop",NA
"03006","03006-alcalali","Alcalalí",1406,"ods01","ods01.PobrSev",17
"03006","03006-alcalali","Alcalalí",1406,"ods01","ods01.Pobr",31.4
"03006","03006-alcalali","Alcalalí",1406,"ods01","ods01.PobrInfantil",NA
"03006","03006-alcalali","Alcalalí",1406,"ods01","ods01.Gasto_23perHab",6.27
"03006","03006-alcalali","Alcalalí",1406,"ods2","ods2.nivPriv",3
"03006","03006-alcalali","Alcalalí",1406,"ods3","ods3.tasaMP",NA
"03006","03006-alcalali","Alcalalí",1406,"ods3","ods3.edadM",NA
"03006","03006-alcalali","Alcalalí",1406,"ods3","ods3.tasaSuic",NA
"03006","03006-alcalali","Alcalalí",1406,"ods3","ods3.tasaInf",NA
"03006","03006-alcalali","Alcalalí",1406,"ods4","ods4.tasaSec",22.7
"03006","03006-alcalali","Alcalalí",1406,"ods4","ods4.Gasto_32perHab",67.68
"03006","03006-alcalali","Alcalalí",1406,"ods4","ods4.epdSi",0
"03006","03006-alcalali","Alcalalí",1406,"ods5","ods5.tasaViolSex24",NA
"03006","03006-alcalali","Alcalalí",1406,"ods5","ods5.rvi",1
"03006","03006-alcalali","Alcalalí",1406,"ods6","ods6.vulnerNitr",0
"03006","03006-alcalali","Alcalalí",1406,"ods7","ods7.numNivRiesVulnEn",2
"03006","03006-alcalali","Alcalalí",1406,"ods8","ods8.tasaParo",4.8
"03006","03006-alcalali","Alcalalí",1406,"ods8","ods8.tasaJuv",1.2
"03006","03006-alcalali","Alcalalí",1406,"ods10","ods10.tasa50",22.7
"03006","03006-alcalali","Alcalalí",1406,"ods10","ods10.gini",33.8
"03006","03006-alcalali","Alcalalí",1406,"ods10","ods10.Dep",89.9
"03006","03006-alcalali","Alcalalí",1406,"ods11","ods11.tasaVuln",100
"03006","03006-alcalali","Alcalalí",1406,"ods11","ods11.maxPM10",NA
"03006","03006-alcalali","Alcalalí",1406,"ods11","ods11.despobl",0
"03006","03006-alcalali","Alcalalí",1406,"ods12","ods12.envases.hab",14.1
"03006","03006-alcalali","Alcalalí",1406,"ods12","ods12.papel.hab",15.6
"03006","03006-alcalali","Alcalalí",1406,"ods12","ods12.vidrio.hab",45.4
"03006","03006-alcalali","Alcalalí",1406,"ods12","ods12.ecoparque",0
"03006","03006-alcalali","Alcalalí",1406,"ods13","ods13.Participa",1
"03006","03006-alcalali","Alcalalí",1406,"ods15","ods15.tasaBosque",6.2
"03006","03006-alcalali","Alcalalí",1406,"ods15","ods15.espNat",0
"03006","03006-alcalali","Alcalalí",1406,"ods16","ods16.tasaCrimConv",NA
"03006","03006-alcalali","Alcalalí",1406,"ods16","ods16.tasaTotHom",NA
"03006","03006-alcalali","Alcalalí",1406,"ods17","ods17.ciudEd",0
"03006","03006-alcalali","Alcalalí",1406,"ods17","ods17.tasaCoop",0.23
"03007","03007-alcosser","Alcosser",259,"ods01","ods01.PobrSev",NA
"03007","03007-alcosser","Alcosser",259,"ods01","ods01.Pobr",NA
"03007","03007-alcosser","Alcosser",259,"ods01","ods01.PobrInfantil",NA
"03007","03007-alcosser","Alcosser",259,"ods01","ods01.Gasto_23perHab",30.35
"03007","03007-alcosser","Alcosser",259,"ods2","ods2.nivPriv",NA
"03007","03007-alcosser","Alcosser",259,"ods3","ods3.tasaMP",NA
"03007","03007-alcosser","Alcosser",259,"ods3","ods3.edadM",NA
"03007","03007-alcosser","Alcosser",259,"ods3","ods3.tasaSuic",NA
"03007","03007-alcosser","Alcosser",259,"ods3","ods3.tasaInf",NA
"03007","03007-alcosser","Alcosser",259,"ods4","ods4.tasaSec",17.7
"03007","03007-alcosser","Alcosser",259,"ods4","ods4.Gasto_32perHab",6.97
"03007","03007-alcosser","Alcosser",259,"ods4","ods4.epdSi",0
"03007","03007-alcosser","Alcosser",259,"ods5","ods5.tasaViolSex24",NA
"03007","03007-alcosser","Alcosser",259,"ods5","ods5.rvi",1
"03007","03007-alcosser","Alcosser",259,"ods6","ods6.vulnerNitr",1
"03007","03007-alcosser","Alcosser",259,"ods7","ods7.numNivRiesVulnEn",NA
"03007","03007-alcosser","Alcosser",259,"ods8","ods8.tasaParo",6
"03007","03007-alcosser","Alcosser",259,"ods8","ods8.tasaJuv",0
"03007","03007-alcosser","Alcosser",259,"ods10","ods10.tasa50",NA
"03007","03007-alcosser","Alcosser",259,"ods10","ods10.gini",32.8
"03007","03007-alcosser","Alcosser",259,"ods10","ods10.Dep",42.1
"03007","03007-alcosser","Alcosser",259,"ods11","ods11.tasaVuln",NA
"03007","03007-alcosser","Alcosser",259,"ods11","ods11.maxPM10",NA
"03007","03007-alcosser","Alcosser",259,"ods11","ods11.despobl",0
"03007","03007-alcosser","Alcosser",259,"ods12","ods12.envases.hab",29.8
"03007","03007-alcosser","Alcosser",259,"ods12","ods12.papel.hab",17.1
"03007","03007-alcosser","Alcosser",259,"ods12","ods12.vidrio.hab",16.1
"03007","03007-alcosser","Alcosser",259,"ods12","ods12.ecoparque",0
"03007","03007-alcosser","Alcosser",259,"ods13","ods13.Participa",1
"03007","03007-alcosser","Alcosser",259,"ods15","ods15.tasaBosque",4.8
"03007","03007-alcosser","Alcosser",259,"ods15","ods15.espNat",1
"03007","03007-alcosser","Alcosser",259,"ods16","ods16.tasaCrimConv",NA
"03007","03007-alcosser","Alcosser",259,"ods16","ods16.tasaTotHom",NA
"03007","03007-alcosser","Alcosser",259,"ods17","ods17.ciudEd",0
"03007","03007-alcosser","Alcosser",259,"ods17","ods17.tasaCoop",NA
"03008","03008-alcoleja","Alcoleja",186,"ods01","ods01.PobrSev",NA
"03008","03008-alcoleja","Alcoleja",186,"ods01","ods01.Pobr",NA
"03008","03008-alcoleja","Alcoleja",186,"ods01","ods01.PobrInfantil",NA
"03008","03008-alcoleja","Alcoleja",186,"ods01","ods01.Gasto_23perHab",60.64
"03008","03008-alcoleja","Alcoleja",186,"ods2","ods2.nivPriv",NA
"03008","03008-alcoleja","Alcoleja",186,"ods3","ods3.tasaMP",NA
"03008","03008-alcoleja","Alcoleja",186,"ods3","ods3.edadM",NA
"03008","03008-alcoleja","Alcoleja",186,"ods3","ods3.tasaSuic",NA
"03008","03008-alcoleja","Alcoleja",186,"ods3","ods3.tasaInf",NA
"03008","03008-alcoleja","Alcoleja",186,"ods4","ods4.tasaSec",19.4
"03008","03008-alcoleja","Alcoleja",186,"ods4","ods4.Gasto_32perHab",NA
"03008","03008-alcoleja","Alcoleja",186,"ods4","ods4.epdSi",0
"03008","03008-alcoleja","Alcoleja",186,"ods5","ods5.tasaViolSex24",NA
"03008","03008-alcoleja","Alcoleja",186,"ods5","ods5.rvi",1
"03008","03008-alcoleja","Alcoleja",186,"ods6","ods6.vulnerNitr",0
"03008","03008-alcoleja","Alcoleja",186,"ods7","ods7.numNivRiesVulnEn",NA
"03008","03008-alcoleja","Alcoleja",186,"ods8","ods8.tasaParo",9.1
"03008","03008-alcoleja","Alcoleja",186,"ods8","ods8.tasaJuv",20
"03008","03008-alcoleja","Alcoleja",186,"ods10","ods10.tasa50",NA
"03008","03008-alcoleja","Alcoleja",186,"ods10","ods10.gini",24.6
"03008","03008-alcoleja","Alcoleja",186,"ods10","ods10.Dep",91.9
"03008","03008-alcoleja","Alcoleja",186,"ods11","ods11.tasaVuln",NA
"03008","03008-alcoleja","Alcoleja",186,"ods11","ods11.maxPM10",NA
"03008","03008-alcoleja","Alcoleja",186,"ods11","ods11.despobl",0.04
"03008","03008-alcoleja","Alcoleja",186,"ods12","ods12.envases.hab",29.8
"03008","03008-alcoleja","Alcoleja",186,"ods12","ods12.papel.hab",17.1
"03008","03008-alcoleja","Alcoleja",186,"ods12","ods12.vidrio.hab",39.8
"03008","03008-alcoleja","Alcoleja",186,"ods12","ods12.ecoparque",0
"03008","03008-alcoleja","Alcoleja",186,"ods13","ods13.Participa",1
"03008","03008-alcoleja","Alcoleja",186,"ods15","ods15.tasaBosque",31.2
"03008","03008-alcoleja","Alcoleja",186,"ods15","ods15.espNat",0
"03008","03008-alcoleja","Alcoleja",186,"ods16","ods16.tasaCrimConv",NA
"03008","03008-alcoleja","Alcoleja",186,"ods16","ods16.tasaTotHom",NA
"03008","03008-alcoleja","Alcoleja",186,"ods17","ods17.ciudEd",0
"03008","03008-alcoleja","Alcoleja",186,"ods17","ods17.tasaCoop",NA
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods01","ods01.PobrSev",9.8
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods01","ods01.Pobr",22.3
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods01","ods01.PobrInfantil",15.9
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods01","ods01.Gasto_23perHab",110.76
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods2","ods2.nivPriv",3
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods3","ods3.tasaMP",1.78
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods3","ods3.edadM",80.07
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods3","ods3.tasaSuic",0.07
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods3","ods3.tasaInf",0.27
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods4","ods4.tasaSec",19.1
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods4","ods4.Gasto_32perHab",98.7
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods4","ods4.epdSi",0
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods5","ods5.tasaViolSex24",2.65
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods5","ods5.rvi",1
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods6","ods6.vulnerNitr",0
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods7","ods7.numNivRiesVulnEn",2
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods8","ods8.tasaParo",11.8
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods8","ods8.tasaJuv",4.3
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods10","ods10.tasa50",15.1
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods10","ods10.gini",29.4
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods10","ods10.Dep",55.7
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods11","ods11.tasaVuln",17.9
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods11","ods11.maxPM10",8
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods11","ods11.despobl",0
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods12","ods12.envases.hab",22.7
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods12","ods12.papel.hab",19.6
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods12","ods12.vidrio.hab",17.2
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods12","ods12.ecoparque",1
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods13","ods13.Participa",1
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods15","ods15.tasaBosque",36.7
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods15","ods15.espNat",11
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods16","ods16.tasaCrimConv",282.58
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods16","ods16.tasaTotHom",0.17
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods17","ods17.ciudEd",1
"03009","03009-alcoi-alcoy","Alcoi/Alcoy",60372,"ods17","ods17.tasaCoop",NA
"03010","03010-alfafara","Alfafara",413,"ods01","ods01.PobrSev",NA
"03010","03010-alfafara","Alfafara",413,"ods01","ods01.Pobr",NA
"03010","03010-alfafara","Alfafara",413,"ods01","ods01.PobrInfantil",NA
"03010","03010-alfafara","Alfafara",413,"ods01","ods01.Gasto_23perHab",31.07
"03010","03010-alfafara","Alfafara",413,"ods2","ods2.nivPriv",NA
"03010","03010-alfafara","Alfafara",413,"ods3","ods3.tasaMP",NA
"03010","03010-alfafara","Alfafara",413,"ods3","ods3.edadM",NA
"03010","03010-alfafara","Alfafara",413,"ods3","ods3.tasaSuic",NA
"03010","03010-alfafara","Alfafara",413,"ods3","ods3.tasaInf",NA
"03010","03010-alfafara","Alfafara",413,"ods4","ods4.tasaSec",15.6
"03010","03010-alfafara","Alfafara",413,"ods4","ods4.Gasto_32perHab",102.64
"03010","03010-alfafara","Alfafara",413,"ods4","ods4.epdSi",1
"03010","03010-alfafara","Alfafara",413,"ods5","ods5.tasaViolSex24",NA
"03010","03010-alfafara","Alfafara",413,"ods5","ods5.rvi",1
"03010","03010-alfafara","Alfafara",413,"ods6","ods6.vulnerNitr",0
"03010","03010-alfafara","Alfafara",413,"ods7","ods7.numNivRiesVulnEn",NA
"03010","03010-alfafara","Alfafara",413,"ods8","ods8.tasaParo",5.8
"03010","03010-alfafara","Alfafara",413,"ods8","ods8.tasaJuv",0
"03010","03010-alfafara","Alfafara",413,"ods10","ods10.tasa50",NA
"03010","03010-alfafara","Alfafara",413,"ods10","ods10.gini",26.9
"03010","03010-alfafara","Alfafara",413,"ods10","ods10.Dep",58.5
"03010","03010-alfafara","Alfafara",413,"ods11","ods11.tasaVuln",NA
"03010","03010-alfafara","Alfafara",413,"ods11","ods11.maxPM10",NA
"03010","03010-alfafara","Alfafara",413,"ods11","ods11.despobl",0
"03010","03010-alfafara","Alfafara",413,"ods12","ods12.envases.hab",29.8
"03010","03010-alfafara","Alfafara",413,"ods12","ods12.papel.hab",17.1
"03010","03010-alfafara","Alfafara",413,"ods12","ods12.vidrio.hab",38.2
"03010","03010-alfafara","Alfafara",413,"ods12","ods12.ecoparque",0
"03010","03010-alfafara","Alfafara",413,"ods13","ods13.Participa",1
"03010","03010-alfafara","Alfafara",413,"ods15","ods15.tasaBosque",13.3
"03010","03010-alfafara","Alfafara",413,"ods15","ods15.espNat",1
"03010","03010-alfafara","Alfafara",413,"ods16","ods16.tasaCrimConv",NA
"03010","03010-alfafara","Alfafara",413,"ods16","ods16.tasaTotHom",NA
"03010","03010-alfafara","Alfafara",413,"ods17","ods17.ciudEd",0
"03010","03010-alfafara","Alfafara",413,"ods17","ods17.tasaCoop",0.27
